In,Out,Date,Time,Branch,Group
0,1,4/27/2024,5:00 PM,Hillyard,HY North
110,82,4/27/2024,5:00 PM,Central,1st Floor Main Entrance
68,77,4/27/2024,4:00 PM,South Hill,SO Main
52,111,4/27/2024,4:00 PM,Shadle Park,SH East
53,101,4/27/2024,4:00 PM,Liberty Park,LP Main
10,23,4/27/2024,4:00 PM,Indian Trail,IT Main
29,59,4/27/2024,4:00 PM,Hillyard,HY North
100,218,4/27/2024,4:00 PM,Central,1st Floor Main Entrance
61,45,4/27/2024,3:00 PM,South Hill,SO Main
53,61,4/27/2024,3:00 PM,Shadle Park,SH East
49,71,4/27/2024,3:00 PM,Liberty Park,LP Main
25,31,4/27/2024,3:00 PM,Indian Trail,IT Main
18,24,4/27/2024,3:00 PM,Hillyard,HY North
150,229,4/27/2024,3:00 PM,Central,1st Floor Main Entrance
48,44,4/27/2024,2:00 PM,South Hill,SO Main
87,88,4/27/2024,2:00 PM,Shadle Park,SH East
67,84,4/27/2024,2:00 PM,Liberty Park,LP Main
38,31,4/27/2024,2:00 PM,Indian Trail,IT Main
40,22,4/27/2024,2:00 PM,Hillyard,HY North
168,208,4/27/2024,2:00 PM,Central,1st Floor Main Entrance
80,84,4/27/2024,1:00 PM,South Hill,SO Main
127,148,4/27/2024,1:00 PM,Shadle Park,SH East
76,58,4/27/2024,1:00 PM,Liberty Park,LP Main
30,22,4/27/2024,1:00 PM,Indian Trail,IT Main
30,17,4/27/2024,1:00 PM,Hillyard,HY North
150,115,4/27/2024,1:00 PM,Central,1st Floor Main Entrance
50,46,4/27/2024,12:00 PM,South Hill,SO Main
185,256,4/27/2024,12:00 PM,Shadle Park,SH East
61,55,4/27/2024,12:00 PM,Liberty Park,LP Main
25,20,4/27/2024,12:00 PM,Indian Trail,IT Main
36,44,4/27/2024,12:00 PM,Hillyard,HY North
111,116,4/27/2024,12:00 PM,Central,1st Floor Main Entrance
76,64,4/27/2024,11:00 AM,South Hill,SO Main
436,453,4/27/2024,11:00 AM,Shadle Park,SH East
53,68,4/27/2024,11:00 AM,Liberty Park,LP Main
18,27,4/27/2024,11:00 AM,Indian Trail,IT Main
24,22,4/27/2024,11:00 AM,Hillyard,HY North
119,119,4/27/2024,11:00 AM,Central,1st Floor Main Entrance
119,46,4/27/2024,10:00 AM,South Hill,SO Main
395,221,4/27/2024,10:00 AM,Shadle Park,SH East
63,39,4/27/2024,10:00 AM,Liberty Park,LP Main
27,14,4/27/2024,10:00 AM,Indian Trail,IT Main
38,29,4/27/2024,10:00 AM,Hillyard,HY North
162,102,4/27/2024,10:00 AM,Central,1st Floor Main Entrance
11,16,4/27/2024,9:00 AM,South Hill,SO Main
6,6,4/27/2024,9:00 AM,Shadle Park,SH East
1,1,4/27/2024,9:00 AM,Liberty Park,LP Main
16,17,4/27/2024,9:00 AM,Indian Trail,IT Main
0,1,4/27/2024,9:00 AM,Hillyard,HY North
38,25,4/27/2024,9:00 AM,Central,1st Floor Main Entrance
6,8,4/27/2024,8:00 AM,South Hill,SO Main
20,27,4/27/2024,8:00 AM,Shadle Park,SH East
6,4,4/27/2024,8:00 AM,Liberty Park,LP Main
24,19,4/27/2024,8:00 AM,Indian Trail,IT Main
4,0,4/27/2024,8:00 AM,Hillyard,HY North
7,12,4/27/2024,8:00 AM,Central,1st Floor Main Entrance
13,28,4/27/2024,7:00 AM,Liberty Park,LP Main
3,1,4/27/2024,7:00 AM,Indian Trail,IT Main
7,8,4/27/2024,7:00 AM,Central,1st Floor Main Entrance
2,2,4/27/2024,6:00 AM,South Hill,SO Main
2,5,4/27/2024,6:00 AM,Liberty Park,LP Main
3,3,4/27/2024,6:00 AM,Indian Trail,IT Main
0,1,4/27/2024,6:00 AM,Hillyard,HY North
2,2,4/27/2024,6:00 AM,Central,Basement Entrance
9,8,4/27/2024,5:00 AM,South Hill,SO Main
1,1,4/27/2024,5:00 AM,Indian Trail,IT Main
1,1,4/27/2024,5:00 AM,Hillyard,HY North
1,1,4/27/2024,4:00 AM,Hillyard,HY North
1,0,4/27/2024,3:00 AM,Hillyard,HY North
0,1,4/27/2024,1:00 AM,Central,1st Floor Main Entrance
1,4,4/26/2024,11:00 PM,Hillyard,HY South
5,6,4/26/2024,10:00 PM,Hillyard,HY North
7,2,4/26/2024,9:00 PM,Hillyard,HY South
0,26,4/26/2024,8:00 PM,Liberty Park,LP Main
1,0,4/26/2024,7:00 PM,Shadle Park,SH East
0,5,4/26/2024,7:00 PM,Hillyard,HY North
10,1,4/26/2024,6:00 PM,Liberty Park,LP Main
3,0,4/26/2024,6:00 PM,Hillyard,HY North
0,6,4/26/2024,6:00 PM,Central,1st Floor Main Entrance
14,3,4/26/2024,5:00 PM,South Hill,SO Main
2,5,4/26/2024,5:00 PM,Shadle Park,SH East
15,8,4/26/2024,5:00 PM,Liberty Park,LP Main
2,8,4/26/2024,5:00 PM,Indian Trail,IT Main
3,4,4/26/2024,5:00 PM,Hillyard,HY North
15,30,4/26/2024,5:00 PM,Central,1st Floor Main Entrance
55,67,4/26/2024,4:00 PM,South Hill,SO Main
97,159,4/26/2024,4:00 PM,Shadle Park,SH East
39,70,4/26/2024,4:00 PM,Liberty Park,LP Main
19,19,4/26/2024,4:00 PM,Indian Trail,IT Main
14,24,4/26/2024,4:00 PM,Hillyard,HY North
68,170,4/26/2024,4:00 PM,Central,1st Floor Main Entrance
49,42,4/26/2024,3:00 PM,South Hill,SO Main
129,116,4/26/2024,3:00 PM,Shadle Park,SH East
32,29,4/26/2024,3:00 PM,Liberty Park,LP Main
29,24,4/26/2024,3:00 PM,Indian Trail,IT Main
59,61,4/26/2024,3:00 PM,Hillyard,HY North
157,222,4/26/2024,3:00 PM,Central,1st Floor Main Entrance
61,69,4/26/2024,2:00 PM,South Hill,SO Main
107,131,4/26/2024,2:00 PM,Shadle Park,SH East
39,56,4/26/2024,2:00 PM,Liberty Park,LP Main
17,12,4/26/2024,2:00 PM,Indian Trail,IT Main
47,33,4/26/2024,2:00 PM,Hillyard,HY North
107,124,4/26/2024,2:00 PM,Central,1st Floor Main Entrance
63,31,4/26/2024,1:00 PM,South Hill,SO Main
136,140,4/26/2024,1:00 PM,Shadle Park,SH East
60,44,4/26/2024,1:00 PM,Liberty Park,LP Main
9,14,4/26/2024,1:00 PM,Indian Trail,IT Main
67,55,4/26/2024,1:00 PM,Hillyard,HY North
152,174,4/26/2024,1:00 PM,Central,1st Floor Main Entrance
47,71,4/26/2024,12:00 PM,South Hill,SO Main
137,143,4/26/2024,12:00 PM,Shadle Park,SH East
45,47,4/26/2024,12:00 PM,Liberty Park,LP Main
11,19,4/26/2024,12:00 PM,Indian Trail,IT Main
109,95,4/26/2024,12:00 PM,Hillyard,HY North
161,201,4/26/2024,12:00 PM,Central,1st Floor Main Entrance
73,69,4/26/2024,11:00 AM,South Hill,SO Main
124,190,4/26/2024,11:00 AM,Shadle Park,SH East
48,66,4/26/2024,11:00 AM,Liberty Park,LP Main
27,15,4/26/2024,11:00 AM,Indian Trail,IT Main
23,27,4/26/2024,11:00 AM,Hillyard,HY North
138,194,4/26/2024,11:00 AM,Central,1st Floor Main Entrance
117,38,4/26/2024,10:00 AM,South Hill,SO Main
286,170,4/26/2024,10:00 AM,Shadle Park,SH East
48,25,4/26/2024,10:00 AM,Liberty Park,LP Main
26,15,4/26/2024,10:00 AM,Indian Trail,IT Main
46,39,4/26/2024,10:00 AM,Hillyard,HY North
197,107,4/26/2024,10:00 AM,Central,1st Floor Main Entrance
29,8,4/26/2024,9:00 AM,South Hill,SO Main
52,67,4/26/2024,9:00 AM,Shadle Park,SH East
2,0,4/26/2024,9:00 AM,Liberty Park,LP Main
12,8,4/26/2024,9:00 AM,Indian Trail,IT Main
13,14,4/26/2024,9:00 AM,Hillyard,HY South
78,56,4/26/2024,9:00 AM,Central,1st Floor Main Entrance
10,17,4/26/2024,8:00 AM,South Hill,SO Main
7,6,4/26/2024,8:00 AM,Shadle Park,SH East
3,5,4/26/2024,8:00 AM,Liberty Park,LP Main
1,1,4/26/2024,8:00 AM,Indian Trail,IT Main
73,55,4/26/2024,8:00 AM,Hillyard,HY North
45,50,4/26/2024,8:00 AM,Central,1st Floor Main Entrance
8,15,4/26/2024,7:00 AM,South Hill,SO Main
5,2,4/26/2024,7:00 AM,Liberty Park,LP Main
3,4,4/26/2024,7:00 AM,Indian Trail,IT Main
4,2,4/26/2024,7:00 AM,Hillyard,HY South
18,21,4/26/2024,7:00 AM,Central,1st Floor Main Entrance
1,0,4/26/2024,6:00 AM,South Hill,SO Main
4,2,4/26/2024,5:00 AM,Liberty Park,LP Main
5,7,4/26/2024,5:00 AM,Central,1st Floor Main Entrance
0,2,4/25/2024,11:00 PM,Hillyard,HY South
1,2,4/25/2024,10:00 PM,Hillyard,HY South
9,6,4/25/2024,9:00 PM,Hillyard,HY North
13,12,4/25/2024,8:00 PM,Central,1st Floor Main Entrance
2,3,4/25/2024,7:00 PM,Liberty Park,LP Main
0,2,4/25/2024,7:00 PM,Indian Trail,IT Main
0,1,4/25/2024,7:00 PM,Hillyard,HY North
10,26,4/25/2024,7:00 PM,Central,1st Floor Main Entrance
15,21,4/25/2024,6:00 PM,South Hill,SO Main
31,100,4/25/2024,6:00 PM,Shadle Park,SH East
5,28,4/25/2024,6:00 PM,Liberty Park,LP Main
13,17,4/25/2024,6:00 PM,Indian Trail,IT Main
10,28,4/25/2024,6:00 PM,Hillyard,HY North
61,125,4/25/2024,6:00 PM,Central,1st Floor Main Entrance
33,53,4/25/2024,5:00 PM,South Hill,SO Main
61,138,4/25/2024,5:00 PM,Shadle Park,SH East
28,54,4/25/2024,5:00 PM,Liberty Park,LP Main
18,29,4/25/2024,5:00 PM,Indian Trail,IT Main
19,24,4/25/2024,5:00 PM,Hillyard,HY North
98,135,4/25/2024,5:00 PM,Central,1st Floor Main Entrance
77,69,4/25/2024,4:00 PM,South Hill,SO Main
170,269,4/25/2024,4:00 PM,Shadle Park,SH East
28,41,4/25/2024,4:00 PM,Liberty Park,LP Main
29,30,4/25/2024,4:00 PM,Indian Trail,IT Main
37,44,4/25/2024,4:00 PM,Hillyard,HY North
105,183,4/25/2024,4:00 PM,Central,1st Floor Main Entrance
102,46,4/25/2024,3:00 PM,South Hill,SO Main
270,117,4/25/2024,3:00 PM,Shadle Park,SH East
44,43,4/25/2024,3:00 PM,Liberty Park,LP Main
41,18,4/25/2024,3:00 PM,Indian Trail,IT Main
49,52,4/25/2024,3:00 PM,Hillyard,HY North
111,128,4/25/2024,3:00 PM,Central,1st Floor Main Entrance
31,34,4/25/2024,2:00 PM,South Hill,SO Main
90,48,4/25/2024,2:00 PM,Shadle Park,SH East
49,52,4/25/2024,2:00 PM,Liberty Park,LP Main
13,19,4/25/2024,2:00 PM,Indian Trail,IT Main
40,38,4/25/2024,2:00 PM,Hillyard,HY North
116,144,4/25/2024,2:00 PM,Central,1st Floor Main Entrance
60,32,4/25/2024,1:00 PM,South Hill,SO Main
69,62,4/25/2024,1:00 PM,Shadle Park,SH East
54,50,4/25/2024,1:00 PM,Liberty Park,LP Main
12,8,4/25/2024,1:00 PM,Indian Trail,IT Main
125,115,4/25/2024,1:00 PM,Hillyard,HY North
154,193,4/25/2024,1:00 PM,Central,1st Floor Main Entrance
76,72,4/25/2024,12:00 PM,South Hill,SO Main
55,59,4/25/2024,12:00 PM,Shadle Park,SH East
29,40,4/25/2024,12:00 PM,Liberty Park,LP Main
4,11,4/25/2024,12:00 PM,Indian Trail,IT Main
106,111,4/25/2024,12:00 PM,Hillyard,HY North
182,221,4/25/2024,12:00 PM,Central,1st Floor Main Entrance
54,55,4/25/2024,11:00 AM,South Hill,SO Main
52,78,4/25/2024,11:00 AM,Shadle Park,SH East
34,47,4/25/2024,11:00 AM,Liberty Park,LP Main
17,18,4/25/2024,11:00 AM,Indian Trail,IT Main
53,45,4/25/2024,11:00 AM,Hillyard,HY North
142,136,4/25/2024,11:00 AM,Central,1st Floor Main Entrance
47,35,4/25/2024,10:00 AM,South Hill,SO Main
66,66,4/25/2024,10:00 AM,Shadle Park,SH East
43,46,4/25/2024,10:00 AM,Liberty Park,LP Main
27,20,4/25/2024,10:00 AM,Indian Trail,IT Main
29,33,4/25/2024,10:00 AM,Hillyard,HY North
118,148,4/25/2024,10:00 AM,Central,1st Floor Main Entrance
68,25,4/25/2024,9:00 AM,South Hill,SO Main
74,23,4/25/2024,9:00 AM,Shadle Park,SH East
41,26,4/25/2024,9:00 AM,Liberty Park,LP Main
18,8,4/25/2024,9:00 AM,Indian Trail,IT Main
56,36,4/25/2024,9:00 AM,Hillyard,HY North
197,127,4/25/2024,9:00 AM,Central,1st Floor Main Entrance
26,23,4/25/2024,8:00 AM,South Hill,SO Main
1,2,4/25/2024,8:00 AM,Shadle Park,SH East
3,4,4/25/2024,8:00 AM,Liberty Park,LP Main
5,3,4/25/2024,8:00 AM,Indian Trail,IT Main
74,61,4/25/2024,8:00 AM,Hillyard,HY North
80,82,4/25/2024,8:00 AM,Central,1st Floor Main Entrance
0,2,4/25/2024,7:00 AM,Shadle Park,SH East
7,0,4/25/2024,7:00 AM,Liberty Park,LP Main
11,7,4/25/2024,7:00 AM,Indian Trail,IT Main
26,30,4/25/2024,7:00 AM,Central,2nd Floor Entrance
11,1,4/25/2024,6:00 AM,South Hill,SO Main
1,0,4/25/2024,6:00 AM,Shadle Park,SH East
3,7,4/25/2024,6:00 AM,Indian Trail,IT Main
7,10,4/25/2024,6:00 AM,Central,Basement Entrance
2,3,4/25/2024,5:00 AM,Liberty Park,LP Main
15,14,4/25/2024,5:00 AM,Central,Basement Entrance
0,3,4/24/2024,11:00 PM,Hillyard,HY South
2,0,4/24/2024,10:00 PM,Hillyard,HY South
8,5,4/24/2024,9:00 PM,Hillyard,HY North
3,4,4/24/2024,9:00 PM,Central,Basement Entrance
4,3,4/24/2024,7:00 PM,South Hill,SO Main
0,4,4/24/2024,7:00 PM,Shadle Park,SH East
16,85,4/24/2024,7:00 PM,Liberty Park,LP Main
0,2,4/24/2024,7:00 PM,Hillyard,HY North
15,43,4/24/2024,7:00 PM,Central,1st Floor Main Entrance
24,84,4/24/2024,6:00 PM,South Hill,SO Main
29,51,4/24/2024,6:00 PM,Shadle Park,SH East
46,51,4/24/2024,6:00 PM,Liberty Park,LP Main
12,22,4/24/2024,6:00 PM,Indian Trail,IT Main
5,10,4/24/2024,6:00 PM,Hillyard,HY North
91,182,4/24/2024,6:00 PM,Central,1st Floor Main Entrance
77,59,4/24/2024,5:00 PM,South Hill,SO Main
54,69,4/24/2024,5:00 PM,Shadle Park,SH East
83,38,4/24/2024,5:00 PM,Liberty Park,LP Main
34,27,4/24/2024,5:00 PM,Indian Trail,IT Main
18,40,4/24/2024,5:00 PM,Hillyard,HY North
105,138,4/24/2024,5:00 PM,Central,1st Floor Main Entrance
76,70,4/24/2024,4:00 PM,South Hill,SO Main
86,69,4/24/2024,4:00 PM,Shadle Park,SH East
36,48,4/24/2024,4:00 PM,Liberty Park,LP Main
16,10,4/24/2024,4:00 PM,Indian Trail,IT Main
19,26,4/24/2024,4:00 PM,Hillyard,HY North
121,158,4/24/2024,4:00 PM,Central,1st Floor Main Entrance
115,73,4/24/2024,3:00 PM,South Hill,SO Main
76,76,4/24/2024,3:00 PM,Shadle Park,SH East
40,57,4/24/2024,3:00 PM,Liberty Park,LP Main
24,24,4/24/2024,3:00 PM,Indian Trail,IT Main
93,99,4/24/2024,3:00 PM,Hillyard,HY North
164,213,4/24/2024,3:00 PM,Central,1st Floor Main Entrance
53,34,4/24/2024,2:00 PM,South Hill,SO Main
74,64,4/24/2024,2:00 PM,Shadle Park,SH East
51,65,4/24/2024,2:00 PM,Liberty Park,LP Main
19,14,4/24/2024,2:00 PM,Indian Trail,IT Main
51,46,4/24/2024,2:00 PM,Hillyard,HY North
158,205,4/24/2024,2:00 PM,Central,1st Floor Main Entrance
41,36,4/24/2024,1:00 PM,South Hill,SO Main
66,58,4/24/2024,1:00 PM,Shadle Park,SH East
52,51,4/24/2024,1:00 PM,Liberty Park,LP Main
10,18,4/24/2024,1:00 PM,Indian Trail,IT Main
144,132,4/24/2024,1:00 PM,Hillyard,HY North
214,260,4/24/2024,1:00 PM,Central,1st Floor Main Entrance
35,33,4/24/2024,12:00 PM,South Hill,SO Main
58,63,4/24/2024,12:00 PM,Shadle Park,SH East
26,32,4/24/2024,12:00 PM,Liberty Park,LP Main
30,28,4/24/2024,12:00 PM,Indian Trail,IT Main
127,110,4/24/2024,12:00 PM,Hillyard,HY North
151,191,4/24/2024,12:00 PM,Central,1st Floor Main Entrance
40,41,4/24/2024,11:00 AM,South Hill,SO Main
47,58,4/24/2024,11:00 AM,Shadle Park,SH East
32,47,4/24/2024,11:00 AM,Liberty Park,LP Main
16,41,4/24/2024,11:00 AM,Indian Trail,IT Main
28,62,4/24/2024,11:00 AM,Hillyard,HY North
165,217,4/24/2024,11:00 AM,Central,1st Floor Main Entrance
45,37,4/24/2024,10:00 AM,South Hill,SO Main
56,54,4/24/2024,10:00 AM,Shadle Park,SH East
56,58,4/24/2024,10:00 AM,Liberty Park,LP Main
68,58,4/24/2024,10:00 AM,Indian Trail,IT Main
74,89,4/24/2024,10:00 AM,Hillyard,HY North
142,158,4/24/2024,10:00 AM,Central,1st Floor Main Entrance
59,25,4/24/2024,9:00 AM,South Hill,SO Main
75,39,4/24/2024,9:00 AM,Shadle Park,SH East
44,18,4/24/2024,9:00 AM,Liberty Park,LP Main
45,8,4/24/2024,9:00 AM,Indian Trail,IT Main
105,36,4/24/2024,9:00 AM,Hillyard,HY North
192,129,4/24/2024,9:00 AM,Central,1st Floor Main Entrance
5,3,4/24/2024,8:00 AM,South Hill,SO Main
47,32,4/24/2024,8:00 AM,Shadle Park,SH East
3,5,4/24/2024,8:00 AM,Liberty Park,LP Main
2,1,4/24/2024,8:00 AM,Indian Trail,IT Main
94,86,4/24/2024,8:00 AM,Hillyard,HY North
31,44,4/24/2024,8:00 AM,Central,1st Floor NW Entrance
7,33,4/24/2024,7:00 AM,South Hill,SO Main
36,61,4/24/2024,7:00 AM,Shadle Park,SH East
9,2,4/24/2024,7:00 AM,Liberty Park,LP Main
9,7,4/24/2024,7:00 AM,Indian Trail,IT Main
23,41,4/24/2024,7:00 AM,Central,1st Floor Main Entrance
2,0,4/24/2024,6:00 AM,South Hill,SO Main
23,17,4/24/2024,6:00 AM,Shadle Park,SH East
5,8,4/24/2024,6:00 AM,Indian Trail,IT Main
8,11,4/24/2024,6:00 AM,Central,Basement Entrance
2,1,4/24/2024,5:00 AM,Liberty Park,LP Main
11,4,4/24/2024,5:00 AM,Central,Basement Entrance
1,4,4/23/2024,11:00 PM,Hillyard,HY South
6,3,4/23/2024,10:00 PM,Hillyard,HY North
5,4,4/23/2024,9:00 PM,Hillyard,HY North
1,1,4/23/2024,7:00 PM,South Hill,SO Main
2,21,4/23/2024,7:00 PM,Shadle Park,SH East
1,6,4/23/2024,7:00 PM,Liberty Park,LP Main
1,0,4/23/2024,7:00 PM,Indian Trail,IT Main
2,1,4/23/2024,7:00 PM,Hillyard,HY North
8,8,4/23/2024,7:00 PM,Central,1st Floor Main Entrance
23,37,4/23/2024,6:00 PM,South Hill,SO Main
37,96,4/23/2024,6:00 PM,Shadle Park,SH East
14,43,4/23/2024,6:00 PM,Liberty Park,LP Main
19,25,4/23/2024,6:00 PM,Indian Trail,IT Main
8,12,4/23/2024,6:00 PM,Hillyard,HY North
80,200,4/23/2024,6:00 PM,Central,1st Floor Main Entrance
87,61,4/23/2024,5:00 PM,South Hill,SO Main
93,61,4/23/2024,5:00 PM,Shadle Park,SH East
30,45,4/23/2024,5:00 PM,Liberty Park,LP Main
17,27,4/23/2024,5:00 PM,Indian Trail,IT Main
15,23,4/23/2024,5:00 PM,Hillyard,HY North
140,151,4/23/2024,5:00 PM,Central,1st Floor Main Entrance
72,56,4/23/2024,4:00 PM,South Hill,SO Main
61,51,4/23/2024,4:00 PM,Shadle Park,SH East
37,37,4/23/2024,4:00 PM,Liberty Park,LP Main
36,27,4/23/2024,4:00 PM,Indian Trail,IT Main
18,24,4/23/2024,4:00 PM,Hillyard,HY North
146,139,4/23/2024,4:00 PM,Central,1st Floor Main Entrance
110,81,4/23/2024,3:00 PM,South Hill,SO Main
55,61,4/23/2024,3:00 PM,Shadle Park,SH East
51,43,4/23/2024,3:00 PM,Liberty Park,LP Main
29,25,4/23/2024,3:00 PM,Indian Trail,IT Main
64,64,4/23/2024,3:00 PM,Hillyard,HY North
139,182,4/23/2024,3:00 PM,Central,1st Floor Main Entrance
68,44,4/23/2024,2:00 PM,South Hill,SO Main
62,98,4/23/2024,2:00 PM,Shadle Park,SH East
20,43,4/23/2024,2:00 PM,Liberty Park,LP Main
9,14,4/23/2024,2:00 PM,Indian Trail,IT Main
29,34,4/23/2024,2:00 PM,Hillyard,HY North
123,161,4/23/2024,2:00 PM,Central,1st Floor Main Entrance
103,42,4/23/2024,1:00 PM,South Hill,SO Main
59,71,4/23/2024,1:00 PM,Shadle Park,SH East
43,30,4/23/2024,1:00 PM,Liberty Park,LP Main
21,15,4/23/2024,1:00 PM,Indian Trail,IT Main
86,81,4/23/2024,1:00 PM,Hillyard,HY North
158,209,4/23/2024,1:00 PM,Central,1st Floor Main Entrance
74,52,4/23/2024,12:00 PM,South Hill,SO Main
84,62,4/23/2024,12:00 PM,Shadle Park,SH East
41,46,4/23/2024,12:00 PM,Liberty Park,LP Main
18,18,4/23/2024,12:00 PM,Indian Trail,IT Main
133,109,4/23/2024,12:00 PM,Hillyard,HY North
145,179,4/23/2024,12:00 PM,Central,1st Floor Main Entrance
63,85,4/23/2024,11:00 AM,South Hill,SO Main
94,110,4/23/2024,11:00 AM,Shadle Park,SH East
35,67,4/23/2024,11:00 AM,Liberty Park,LP Main
29,54,4/23/2024,11:00 AM,Indian Trail,IT Main
32,32,4/23/2024,11:00 AM,Hillyard,HY North
149,177,4/23/2024,11:00 AM,Central,1st Floor Main Entrance
75,61,4/23/2024,10:00 AM,South Hill,SO Main
75,52,4/23/2024,10:00 AM,Shadle Park,SH East
59,51,4/23/2024,10:00 AM,Liberty Park,LP Main
40,41,4/23/2024,10:00 AM,Indian Trail,IT Main
28,25,4/23/2024,10:00 AM,Hillyard,HY North
108,109,4/23/2024,10:00 AM,Central,1st Floor Main Entrance
126,31,4/23/2024,9:00 AM,South Hill,SO Main
78,29,4/23/2024,9:00 AM,Shadle Park,SH East
96,41,4/23/2024,9:00 AM,Liberty Park,LP Main
40,14,4/23/2024,9:00 AM,Indian Trail,IT Main
18,12,4/23/2024,9:00 AM,Hillyard,HY North
167,90,4/23/2024,9:00 AM,Central,1st Floor Main Entrance
12,9,4/23/2024,8:00 AM,South Hill,SO Main
3,3,4/23/2024,8:00 AM,Liberty Park,LP Main
8,8,4/23/2024,8:00 AM,Indian Trail,IT Main
63,40,4/23/2024,8:00 AM,Hillyard,HY North
53,46,4/23/2024,8:00 AM,Central,1st Floor Main Entrance
4,14,4/23/2024,7:00 AM,South Hill,SO Main
4,0,4/23/2024,7:00 AM,Liberty Park,LP Main
12,8,4/23/2024,7:00 AM,Indian Trail,IT Main
6,3,4/23/2024,7:00 AM,Hillyard,HY South
21,22,4/23/2024,7:00 AM,Central,1st Floor NW Entrance
12,2,4/23/2024,6:00 AM,South Hill,SO Main
3,1,4/23/2024,6:00 AM,Shadle Park,SH East
4,5,4/23/2024,6:00 AM,Indian Trail,IT Main
6,7,4/23/2024,6:00 AM,Central,Basement Entrance
17,6,4/23/2024,5:00 AM,Central,Basement Entrance
0,5,4/22/2024,11:00 PM,Hillyard,HY South
7,5,4/22/2024,10:00 PM,Hillyard,HY North
11,7,4/22/2024,9:00 PM,Hillyard,HY North
0,5,4/22/2024,7:00 PM,Liberty Park,LP Main
1,1,4/22/2024,7:00 PM,Indian Trail,IT Main
1,5,4/22/2024,7:00 PM,Hillyard,HY North
6,16,4/22/2024,7:00 PM,Central,1st Floor Main Entrance
55,51,4/22/2024,6:00 PM,South Hill,SO Main
40,72,4/22/2024,6:00 PM,Shadle Park,SH East
23,48,4/22/2024,6:00 PM,Liberty Park,LP Main
8,10,4/22/2024,6:00 PM,Indian Trail,IT Main
4,16,4/22/2024,6:00 PM,Hillyard,HY North
83,169,4/22/2024,6:00 PM,Central,1st Floor Main Entrance
81,55,4/22/2024,5:00 PM,South Hill,SO Main
50,57,4/22/2024,5:00 PM,Shadle Park,SH East
25,23,4/22/2024,5:00 PM,Liberty Park,LP Main
5,15,4/22/2024,5:00 PM,Indian Trail,IT Main
29,42,4/22/2024,5:00 PM,Hillyard,HY North
135,136,4/22/2024,5:00 PM,Central,1st Floor Main Entrance
61,49,4/22/2024,4:00 PM,South Hill,SO Main
55,59,4/22/2024,4:00 PM,Shadle Park,SH East
38,58,4/22/2024,4:00 PM,Liberty Park,LP Main
28,31,4/22/2024,4:00 PM,Indian Trail,IT Main
17,30,4/22/2024,4:00 PM,Hillyard,HY North
126,155,4/22/2024,4:00 PM,Central,1st Floor Main Entrance
43,60,4/22/2024,3:00 PM,South Hill,SO Main
66,64,4/22/2024,3:00 PM,Shadle Park,SH East
38,44,4/22/2024,3:00 PM,Liberty Park,LP Main
28,16,4/22/2024,3:00 PM,Indian Trail,IT Main
73,72,4/22/2024,3:00 PM,Hillyard,HY North
160,182,4/22/2024,3:00 PM,Central,1st Floor Main Entrance
49,48,4/22/2024,2:00 PM,South Hill,SO Main
57,64,4/22/2024,2:00 PM,Shadle Park,SH East
36,47,4/22/2024,2:00 PM,Liberty Park,LP Main
6,11,4/22/2024,2:00 PM,Indian Trail,IT Main
52,46,4/22/2024,2:00 PM,Hillyard,HY North
134,174,4/22/2024,2:00 PM,Central,1st Floor Main Entrance
41,42,4/22/2024,1:00 PM,South Hill,SO Main
59,53,4/22/2024,1:00 PM,Shadle Park,SH East
39,37,4/22/2024,1:00 PM,Liberty Park,LP Main
19,19,4/22/2024,1:00 PM,Indian Trail,IT Main
97,112,4/22/2024,1:00 PM,Hillyard,HY North
190,213,4/22/2024,1:00 PM,Central,1st Floor Main Entrance
78,49,4/22/2024,12:00 PM,South Hill,SO Main
67,71,4/22/2024,12:00 PM,Shadle Park,SH East
38,38,4/22/2024,12:00 PM,Liberty Park,LP Main
13,19,4/22/2024,12:00 PM,Indian Trail,IT Main
80,62,4/22/2024,12:00 PM,Hillyard,HY North
237,266,4/22/2024,12:00 PM,Central,1st Floor Main Entrance
71,77,4/22/2024,11:00 AM,South Hill,SO Main
55,78,4/22/2024,11:00 AM,Shadle Park,SH East
26,22,4/22/2024,11:00 AM,Liberty Park,LP Main
25,27,4/22/2024,11:00 AM,Indian Trail,IT Main
34,27,4/22/2024,11:00 AM,Hillyard,HY North
183,222,4/22/2024,11:00 AM,Central,1st Floor Main Entrance
123,75,4/22/2024,10:00 AM,South Hill,SO Main
75,84,4/22/2024,10:00 AM,Shadle Park,SH East
28,33,4/22/2024,10:00 AM,Liberty Park,LP Main
13,13,4/22/2024,10:00 AM,Indian Trail,IT Main
35,30,4/22/2024,10:00 AM,Hillyard,HY North
312,255,4/22/2024,10:00 AM,Central,1st Floor Main Entrance
72,23,4/22/2024,9:00 AM,South Hill,SO Main
86,31,4/22/2024,9:00 AM,Shadle Park,SH East
34,13,4/22/2024,9:00 AM,Liberty Park,LP Main
25,11,4/22/2024,9:00 AM,Indian Trail,IT Main
138,127,4/22/2024,9:00 AM,Hillyard,HY North
195,170,4/22/2024,9:00 AM,Central,1st Floor Main Entrance
3,5,4/22/2024,8:00 AM,Liberty Park,LP Main
7,7,4/22/2024,8:00 AM,Indian Trail,IT Main
13,16,4/22/2024,8:00 AM,Hillyard,HY North
